,University,2014 Authors Mean,2014 Authors Log Mean,2014 Authors Std,2014 Authors log Std,2015 Authors Mean,2015 Authors Log Mean,2015 Authors Std,2015 Authors log Std,2016 Authors Mean,2016 Authors Log Mean,2016 Authors Std,2016 Authors log Std,2017 Authors Mean,2017 Authors Log Mean,2017 Authors Std,2017 Authors log Std,2018 Authors Mean,2018 Authors Log Mean,2018 Authors Std,2018 Authors log Std,Authors Mean Change,Authors Mean Acc,Authors Std Change,Authors Std Acc
59,Shanghai Jiao Tong University,82.11875,82.11723141927646,0.5046270281108621,1.006068454094611,113.88125,113.79346631363552,4.819714559753491,1.0385573318361148,123.71875,123.67506373927269,3.446323902000507,1.0263015591805154,90.44375,90.28166897019698,5.8946446828880505,1.0590991959001885,114.425,114.2812648623799,6.203376096933049,1.0494041522237096,8.076562499999998,-2.593749999999995,1.4246872672055466,-1.33545203919921
60,Technical University of Munich,24.5875,23.820695088916924,7.117221631367123,1.2660672935414126,27.375,26.77138080408195,7.1166617876642135,1.2127569740100708,40.3,40.16447344599248,3.6908671067921204,1.0809360944404696,33.61875,33.30118909938007,5.1415852066750825,1.1399736561882514,34.35,33.96593044480525,6.074742792909016,1.1488056254858243,2.4406250000000007,-0.6854166666666662,-0.26061970961452663,0.31123914331228103
61,Ludwig-Maximilians-Universität München,92.38125,91.93226074569606,9.251940252590265,1.1029307091507237,119.3875,119.2776067062975,5.156291666498322,1.0437066593522575,126.68125,126.60431187758807,4.441806888812246,1.0353650019187601,93.6,93.58148756792627,1.8881207588499238,1.0199506432234955,115.80625,115.7876754294517,2.10207300955509,1.0179550411489913,5.856250000000003,-1.599999999999999,-1.7874668107587937,1.4365336122657029
62,University of Texas at Austin,80.74375,80.55737425934171,5.624996527776703,1.0694559536364665,112.79375,112.6809446577618,5.173365532948547,1.0451731681009682,125.28125,125.1764596765806,5.393482032741001,1.0407133599427651,92.44375,92.32952964480815,4.809816622024155,1.0498556284078482,115.45,115.31988755608874,5.804954780185606,1.0472888646979337,8.6765625,-3.0145833333333294,0.044989563102225905,0.48225638432986884
63,Ruprecht-Karls-Universität Heidelberg,89.575,89.19624319433944,9.343145883480583,1.0907240151558995,118.99375,118.75443184145092,8.225339563659368,1.0628141639847528,126.55625,126.33672154067784,8.133070511037014,1.05806541902449,96.0125,95.54987123526125,10.897240189607663,1.095911518536691,117.03125,116.73465765770617,9.154522021247205,1.0703951260681632,6.864062499999999,-2.800000000000002,-0.04715596555834445,-0.2083039495130811
64,École Polytechnique - Palaiseau,79.33333333333333,79.2184526265505,4.386466704165264,1.054558753913571,83.05625,82.96111545341638,4.051615225746388,1.0485744061255535,106.54375,106.29504519446967,7.764379301496055,1.0684873776630974,123.43125,123.12489953152199,9.754243868055603,1.068916180387941,145.94375,145.73755918687692,8.396611574766336,1.0524632267149694,16.652604166666666,6.263194444444437,1.002536217650268,-0.34092693829013027
65,University of Washington,92.6,92.14989961493394,9.256889326334196,1.1030382162677503,119.25625,119.14782435775355,5.118894991841502,1.0434317561633095,125.58125,125.49429191973486,4.736126944825283,1.0376750944842228,93.53125,93.49847109136006,2.6265992152401174,1.0260735633155933,115.75625,115.7419270234622,1.8294359615739533,1.0158195197277953,5.7890625,-1.4770833333333353,-1.8568633411900606,1.11361036027551
66,Osaka University,84.94375,84.92936828934849,1.601744654275453,1.0183490938549635,114.175,114.16972096234022,1.1377060252982698,1.009492221660976,124.30625,124.28585083262735,2.2748540475160124,1.0181901767200432,92.33125,92.32712647550633,0.8854509797272814,1.0094269508605052,113.175,113.17333980937276,0.617960354715415,1.0054094177888397,7.057812500000001,-2.7958333333333343,-0.2459460748900095,0.06551600132177215
67,Zhejiang University,24.81875,23.516990317912462,10.675832447050693,1.3428264272880004,35.21875,34.899276772147005,6.239663327255727,1.126080381622689,26.46875,25.557710148078538,9.317940944087379,1.2633468322751116,33.23125,32.64823987635111,8.379455438004353,1.178970669207449,37.38993710691824,37.066938182054685,6.098676987866579,1.1260515922208174,3.1427967767295595,-2.080437631027254,-1.1442888647960285,0.7184635565523975
68,Georgia Institute of Technology,17.9625,16.629156116908927,9.342702700503747,1.423820355788688,18.1875,17.085661092604308,9.533616509488935,1.3543610050406631,28.4375,27.97180036584511,7.7416790007077925,1.1630653445025,31.53125,31.124899130733365,7.122957492327187,1.1474222024187979,18.6625,16.558398971932775,14.367884108316014,1.5071102250146722,0.1750000000000007,-4.364583333333333,1.2562953519530669,2.3513376023345463
